OGA_ID	sample_ID	station	depth	size fraction	latitude	longitude	OGA_ID	Station	ENA_ID	INSDC_ID	BioSamples_ID	Sample_method	Depth_Nominal	Environmental_feature	Fraction_Lower (µm)	Fraction_Upper (µm)	Biome	Region	Province	Barcode	Date_Time	Seafloor (m)	Temperature (°C)	Salinity (PSU)	Density (kg/m**3)	Distance_coast (km)	Chlorophyll_A (mg/m**3)	Depth (m)	PAR (mol quanta/m**2/day)	O2 (µmol/kg)	NO3 (µmol/l)	Iron_5m* (µmol/l)	Ammonium_5m* (µmol/l)	Nitrite_5m* (µmol/l)	Nitrate_5m* (µmol/l)	CDOM* (ppb (QSE))	NPP_C* (mg/m**2/day)	POC* (µg/kg)	PIC* (mol/m3)	Alkalinity (µmol/kg)	Carbon Total (µmol/kg)	CO2 (µmol/kg)	CO3 (µmol/kg)	HCO3 (µmol/kg)	pH (-)	NO2 (µmol/l)	PO4 (µmol/l)	NO3_NO2 (µmol/l)	Si (µmol/l)	MLD (m)	DCM (m)	Depth_max_Brunt_Väisälä_freq (m)	Depth_max_O2 (m)	Depth_min_O2 (m)	Depth_nitracline (m)	Shannon_Darwin* (-)	Shannon_Physat* (-)	miTAG_SILVA_Chao (-)	miTAG_SILVA_Shannon (-)	OG_Richness (-)	OG_Evenness (-)	Chlorophyll c3 (mg/m**3)	Peridinin (mg/m**3)	Fucoxanthin (mg/m**3)	Prasinoxanthin (mg/m**3)	19-Hexanoyloxyfucoxanthin (mg/m**3)	Alloxanthin (mg/m**3)	Zeaxanthin (mg/m**3)	Lutein (mg/m**3)	Latitude (-)	Longitude (-)	Sea_ice* (%)	Season	Season_subperiod	Okubo-Weiss* (-)	Lyapunov* (l/day)	Residence_time* (days)
91	TARA_B100000581	TARA_111	DCM	[0.22-3µm]	-16.9587	-100.675	TARA_111_DCM_0.22-3	TARA_111	ERS492353		SAMEA2622474	SEQ-(100L)_W0.22-3	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_B100000581	2011-05-31T20:28	-3913	19.783275	35.69581	25.354365	916.312	0.12738	90	0.019494	208.54895	0.85366	3.007E-6	0.013075565	0.043491448	7.843671242	1.1776	367.732	42.429767608643	0.00022155041369842	0.0047	0.0035		0.0141	0		0.203	0.443	1.2215	0.9285	67	71	225	70	233	230	0.599757	0.463204	4019.574006	6.687022359	15057.3	0.737598349	0.015	0.0055	0.0035	0	0.0325	0	0.0249	0.0005	-16.9587	-100.6751	0	autumn	late	-0.075767	0.018781	34.305556
92	TARA_B100000585	TARA_111	MES	[0.22-3µm]	-16.9486	-100.672	TARA_111_MES_0.22-3	TARA_111	ERS492380		SAMEA2622498	SEQ-(100L)_W0.22-3	MES	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	0.22	3	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_B100000585	2011-06-01T16:00	-3902	10.69894	34.7072	26.609085	915.2628	0.00288	350	0	4.7047	29.923223	3.007E-6	0.013075565	0.043491448	7.843671242	2.2664	357.4615	42.429767608643	0.00022155041369842	0	0		0	0						75	82	85	13	327	261	0.599757	0.463204	4822.559469	6.674822174	17558	0.73063419	0	0	0	0	0	0	0	0	-16.9486	-100.6715	0	autumn	late	-0.075767	0.018781	34.305556
93	TARA_B100000578	TARA_111	SRF	[0.22-3µm]	-16.9601	-100.633	TARA_111_SRF_0.22-3	TARA_111	ERS492318		SAMEA2622449	SEQ-(100L)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_B100000578	2011-05-31T14:25	-4043	22.78183	35.98269	24.742485	1067.5202	0.0408	5	15.111047	209.1003	3.149999	3.007E-6	0.013075565	0.043491448	7.843671242	0.8502	374.2405	43.128910064697	0.00022524171799887	0	0.0027	12.099805	0.0041	0	8.049736	0.0415	0.5	2.676	1.0325	73	85	83	30	332	260	0.599757	0.463204	3596.851063	6.628351803	14493.5	0.744136035	0.0044	0.0031	0.0027	0	0.0134	0	0.0287	0.0011	-16.9601	-100.6335	0	autumn	late	-0.075767	0.018781	34.305556
94	TARA_B100000945	TARA_112	DCM	[0.22-3µm]	-23.2189	-129.5	TARA_112_DCM_0.22-3	TARA_112	ERS492445	ERR598957	SAMEA2622545	SEQ-(100L)_W0.22-3	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_B100000945	2011-06-15T00:55	-3280	21.94937	35.90434	24.927695	147.7183	0.06888	155	0.020187	206.4346	0.423501	0.000157501	0.00623687	0.017828043	0.022861806	0.77993	120.8215	22.878388404846	0.00012234802125022	0	0.0011		0.0104	0		0.014	0.1145	0.04175	0.6935	131	147	140	146	302	306	0.441733	0.155786	4437.25988	6.577501662	17754	0.732475849	0.00785	0.0009	0.0011	0	0.0171	0	0.02	0	-23.2189	-129.4997	0	autumn	late	-0.120564	0.040113	11.083333
95	TARA_B100000949	TARA_112	MES	[0.22-3µm]	-23.2232	-129.599	TARA_112_MES_0.22-3	TARA_112	ERS492471	ERR599072	SAMEA2622568	SEQ-(100L)_W0.22-3	MES	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	0.22	3	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_B100000949	2011-06-15T18:43	-3641	5.749106	34.306075	27.043012	145.015	-0.0072	696	0	200.470625	28.329562	0.000157501	0.00623687	0.017828043	0.022861806	0.86844	121.756	23.215056419373	0.00011609310604399	0	0		0	0						140	160	150	153	549	398	0.441733	0.155786	6787.964777	6.721536169	20947.6	0.734353159	0	0	0	0	0	0	0	0	-23.2232	-129.5986	0	autumn	late	-0.120564	0.040113	11.083333
96	TARA_B100000941	TARA_112	SRF	[0.22-3µm]	-23.2811	-129.395	TARA_112_SRF_0.22-3	TARA_112	ERS492408	ERR598954	SAMEA2622518	SEQ-(100L)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_B100000941	2011-06-14T16:45	-3523	24.26287	36.43917	24.65312	653.4677	0	5	7.292033	201.6702	0.167491	0.000157501	0.00623687	0.017828043	0.022861806	0.87312	119.018	22.584932327271	0.00011829272989417	0	0	22.327772	0.0018	0	7.793725	0.0075	0.14225	0.02525	0.7425	134	163	142	141	1019	433	0.441733	0.155786	4080.856211	6.520954544	16501.9	0.733239582	0	0	0	0	0.0041	0	0.02285	0	-23.2811	-129.3947	0	autumn	late	-0.120564	0.040113	11.083333
97	TARA_B100000700	TARA_122	DCM	[0.22-3µm]	-9.0063	-139.139	TARA_122_DCM_0.22-3	TARA_122	ERS492699	ERR598948	SAMEA2622690	SEQ-(10L-or-15min)_W0.22-3	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_B100000700	2011-07-28T17:15	-3695	24.661385	36.101175	24.2843	29.6602	0.11844	115	0.009886	178.3692	3.213808	2.316E-6	0.030111594	0.087558472	6.207147837	3.24993	300.345	43.59589767456	0.00011031677422579	0.0093	0.0028		0.0107	0		0.092792	0.582933	2.67775	1.907042	101	102	109	15	186	131	0.260512	0.561525					0.0144	0.0051	0.0028	0	0.0246	0	0.03415	0	-9.0063	-139.1394	0	winter	middle	0.007751	0.028977	15.833333
98	TARA_B100000678	TARA_122	MES	[0.22-3µm]	-8.9729	-139.239	TARA_122_MES_0.22-3	TARA_122	ERS492680	ERR598999|ERR599096|ERR599033|ERR599083	SAMEA2622673	SEQ-(10L-or-15min)_W0.22-3	MES	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	0.22	3	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_B100000678	2011-07-27T19:28	-3328	7.133995	34.5789	27.07634	33.3605	-0.00144	600	0	40.6107	41.697487	2.316E-6	0.030111594	0.087558472	6.207147837		300.345	42.270887374878	0.00012526702630566											98	103	107	13	255	209	0.260512	0.561525													-8.9729	-139.2393	0	winter	middle	0.007751	0.028977	15.833333
99	TARA_B100001115	TARA_122	SRF	[0.22-3µm]	-8.9971	-139.196	TARA_122_SRF_0.22-3	TARA_122	ERS492642	ERR598992	SAMEA2622652	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_B100001115	2011-07-26T17:10	-3444	26.60467	35.37032	23.122935	4.603	0.06984	5	28.45742	187.07695	5.660372	2.316E-6	0.030111594	0.087558472	6.207147837		300.345	41.590496063232	0.00012581523333211	0.003	0.0041	48.966505	0.0045	0	7.470711	0.11925	0.56795	5.456	2.1905	102	106	112	14	252	235	0.260512	0.561525					0.0044	0.0036	0.0041	0	0.0139	0	0.0479	0.0068	-8.9971	-139.1963	0	winter	early	0.007751	0.028977	15.833333
100	TARA_B100000686	TARA_123	MIX	[0.22-3µm]	-8.9109	-140.285	TARA_123_MIX_0.22-3	TARA_123	ERS492778	ERR598998|ERR598956|ERR599117|ERR599157	SAMEA2622733	SEQ-(10L-or-15min)_W0.22-3	MIX	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	0.22	3	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_B100000686	2011-08-01T17:52	-985	21.97372	35.877315	24.895825	5.9764	-0.00582	150		158.18405	5.004597	2.277E-6	0.02508309	0.054778114	6.231764158			77.0915184021	0.00014374448073795	0.0025	0.000925		0.006175	0.002		1.46875	0.6607	5.44175	1.18375	107	36	234	13	237	236							0.006075	0.001225	0.000925	0	0.013375	0	0.00555	0	-8.9109	-140.2845	0	winter	middle	-0.011503	0.053774	1.083333
101	TARA_B100000683	TARA_123	SRF	[0.22-3µm]	-8.9068	-140.283	TARA_123_SRF_0.22-3	TARA_123	ERS492733	ERR599160	SAMEA2622710	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_B100000683	2011-07-31T17:20	-966	26.586685	35.3551	23.11712	2.4728	0.0924	5		189.6701	4.805128	2.277E-6	0.02508309	0.054778114	6.231764158	4.91362	478.135	77.0915184021	0.00014374448073795	0.0023	0.0092	11.921045	0.01	0.0036	8.012428	0.14425	0.53495	4.9015	2.2205	122	14	134	14	606	278		0.673503					0.0154	0.00605	0.0092	0.00155	0.03115	0.0008	0.01325	0	-8.9068	-140.283	0	winter	middle	-0.011503	0.053774	1.083333
102	TARA_B100000676	TARA_124	MIX	[0.22-3µm]	-9.0714	-140.597	TARA_124_MIX_0.22-3	TARA_124	ERS492863	ERR599084|ERR598988|ERR599089|ERR599161	SAMEA2622796	SEQ-(10L-or-15min)_W0.22-3	MIX	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	0.22	3	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_B100000676	2011-08-05T17:31	-954	24.81397	35.907345	24.092785	46.8174	0.02364	120	2.0E-5	172.42475	4.148328	2.459E-6	0.023188621	0.052577804	6.232079824			71.379108428955	0.0001640305708861	0.00585	0.00185		0.00975	0		0.3535	0.4885	1.19925	1.469	101	28	111	13	193	145							0.01025	0.00215	0.00185	0	0.01915	0	0.0175	0	-9.0714	-140.5973	0	winter	middle	9.6E-5	0.043603	2.777778
103	TARA_B100000674	TARA_124	SRF	[0.22-3µm]	-9.1504	-140.522	TARA_124_SRF_0.22-3	TARA_124	ERS492814	ERR599080|ERR599151|ERR599036|ERR599069	SAMEA2622759	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_B100000674	2011-08-04T18:33	-2640	26.572419	35.384031	23.143631	36.1359	0.1494	5	24.609687	190.378187	4.965553	2.459E-6	0.023188621	0.052577804	6.232079824		524.257	73.130962371826	0.00016542756929994	0.00937	0.01184	17.599899	0.01821	0.00774	7.870713	0.1665	0.63025	6.2015	2.53325	103	34	113	13	286	241	0.269235	0.68987					0.01686	0.00746	0.01184	0.00386	0.06849	0.00312	0.10181	0.00638	-9.1504	-140.5216	0	winter	middle	9.6E-5	0.043603	2.777778
104	TARA_B100001123	TARA_125	MIX	[0.22-3µm]	-8.8999	-142.546	TARA_125_MIX_0.22-3	TARA_125	ERS492926	ERR599156	SAMEA2622837	SEQ-(10L-or-15min)_W0.22-3	MIX	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	0.22	3	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_B100001123	2011-08-09T17:05	-4371	23.681605	36.28145	24.715135	230.753	-0.00327	140	5.9E-5	160.81445	3.583718	2.359E-6	0.01748565	0.02433348	6.146822453			55.347232818604	8.7528551375726E-5	0	0.0004		0.0025	0		0.05475	0.566	3.47525	1.24575	102	26	111	29	242	211							0.00145	0	0.0004	0	0.00415	0	0.0002	0	-8.8999	-142.5461	0	winter	middle	-0.004254	0.014455	0
105	TARA_B100001121	TARA_125	SRF	[0.22-3µm]	-8.9111	-142.557	TARA_125_SRF_0.22-3	TARA_125	ERS492888	ERR599114|ERR599091|ERR599119|ERR599066	SAMEA2622817	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_B100001121	2011-08-08T17:33	-4403	26.80604	35.42651	23.10143	227.3463	0.09801	5		187.3321	5.460123	2.359E-6	0.01748565	0.02433348	6.146822453		433.979	55.347232818604	8.7528551375726E-5	0.0032	0.0029	11.793852	0.0077	0	8.015136	0.1945	0.55725	3.7335	1.80475	109	40	119	14	274	281	0.278453	0.607756					0.0101	0.0033	0.0029	0	0.0255	0	0.057	0.004	-8.9111	-142.5571	0	winter	middle	-0.004254	0.014455	0
106	TARA_B100000614	TARA_128	DCM	[0.22-3µm]	0.0222	-153.686	TARA_128_DCM_0.22-3	TARA_128	ERS493098	ERR599032	SAMEA2622923	SEQ-(100L)_W0.22-3	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[PEOD] Pacific Equatorial Divergence Province (MRGID:21489)	TARA_B100000614	2011-09-05T18:40	-4767	26.139288	35.146525	23.1032	444.7725	0.21615	40		177.673063	3.000673	3.345E-6	0.032420254	0.078800819	3.827482581		483.8265	61.391651153565	0.00025536349858157	0.0036	0.0082		0.0203	0		0.2835	0.54925	5.264	2.7405	64	43	113	15	376	298	0.668404	0.732395	4723.258441	6.74178415	19859.1	0.732771488	0.0151	0.0062	0.0082	0	0.0463	0	0.0332	0.0022	0.0222	-153.6858	0	winter	late	0.069092	0.115437	0
107	TARA_B100000609	TARA_128	SRF	[0.22-3µm]	0.0003	-153.676	TARA_128_SRF_0.22-3	TARA_128	ERS493044	ERR599038	SAMEA2622901	SEQ-(100L)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[PEOD] Pacific Equatorial Divergence Province (MRGID:21489)	TARA_B100000609	2011-09-04T18:00	-4768	26.218438	35.129025	23.062688	449.3824	0.1431	5	29.350133	180.67375	2.964091	3.345E-6	0.032420254	0.078800819	3.827482581		483.8265	63.340383529663	0.00025094993179664	0.0015	0.0061		0.0127	0		0.2715	0.53975	5.0815	2.668	77	29	101	14	483	281	0.668404	0.732395	4616.80644	6.667961575	18139.8	0.732290598	0.0081	0.0038	0.0061	0	0.0257	0	0.0324	0.0029	0.0003	-153.6759	0	winter	late	0.069092	0.115437	0
108	TARA_B100001250	TARA_132	DCM	[0.22-3µm]	31.5168	-159.046	TARA_132_DCM_0.22-3	TARA_132	ERS493340	ERR598995	SAMEA2623079	SEQ-(100L)_W0.22-3	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Westerlies Biome	[NPO] North Pacific Ocean (MRGID:1908)	[NPST] North Pacific Subtropical and Polar Front Provinces (MRGID:21484)	TARA_B100001250	2011-10-05T00:59	-5710	15.321075	34.39568	25.4389	972.1014	0.07992	115	0.006352	222.94125	0	0.00081438	0.022323498	0.023501203	0.001618445		246.522	28.517134666443	0.00015047656052047	0.0055	0.0099		0.041	0		0.017	0.1252	0.047	4.4468	48	110	58	52	16	128	0.486663	0.607278	5351.604577	6.561389685	17993.8	0.727202007	0.024	0.0035	0.0099	0.0009	0.0512	0	0.0352	0	31.5168	-159.046	0	autumn	early	0.134524	0.043804	0
109	TARA_B100001245	TARA_132	MES	[0.22-3µm]	31.528	-159.022	TARA_132_MES_0.22-3	TARA_132	ERS493372	ERR598980	SAMEA2623098	SEQ-(100L)_W0.22-3	MES	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	0.22	3	Westerlies Biome	[NPO] North Pacific Ocean (MRGID:1908)	[NPST] North Pacific Subtropical and Polar Front Provinces (MRGID:21484)	TARA_B100001245	2011-10-05T20:45	-5529	6.634392	33.991383	26.6805	970.5554	-0.0024	550	0	131.979417	28.302949	0.00081438	0.022323498	0.023501203	0.001618445		263.25375	28.313364028931	0.00015381415141746	0	0		0	0						47	113	56	56	646	137	0.486663	0.607278	6356.928968	6.831743729	19674.3	0.729293364	0	0	0	0	0	0	0	0	31.528	-159.0224	0	autumn	early	0.134524	0.043804	0
110	TARA_B100001248	TARA_132	SRF	[0.22-3µm]	31.5213	-158.996	TARA_132_SRF_0.22-3	TARA_132	ERS493300	ERR599142	SAMEA2623059	SEQ-(100L)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Westerlies Biome	[NPO] North Pacific Ocean (MRGID:1908)	[NPST] North Pacific Subtropical and Polar Front Provinces (MRGID:21484)	TARA_B100001248	2011-10-04T17:46	-5550	25.164595	35.19025	23.434915	113.969	-0.00288	5	16.532129	197.7245	0	0.00081438	0.022323498	0.023501203	0.001618445		263.25375	31.313806533814	0.00015574611461489	0	0.0024		0.0035	0		0.002	0.0062	0.01	2.4278	42	107	52	50	1026	1055	0.486663	0.607278	3275.053647	6.429348162	14422.3	0.740879025	0.0027	0.0015	0.0024	0	0.0101	0	0.0453	0	31.5213	-158.9958	0	autumn	early	0.134524	0.043804	0
111	TARA_B100001094	TARA_133	DCM	[0.22-3µm]	35.4002	-127.75	TARA_133_DCM_0.22-3	TARA_133	ERS493431	ERR598942	SAMEA2623135	SEQ-(100L)_W0.22-3	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Westerlies Biome	[NPO] North Pacific Ocean (MRGID:1908)	[NPST] North Pacific Subtropical and Polar Front Provinces (MRGID:21484)	TARA_B100001094	2011-10-19T00:09	-4697	13.874505	33.208145	24.82737	513.3648	0.37077	45	0.227196	236.1591	1.185394	0.000164224	0.019672674	0.010027013	0.004801808		599.163	69.532073974609	0.00033023642026819	0.0169	0.03465		0.10295	0		0.06	0.43225	0.92875	2.65725	11	32	38	29	530	95	0.637497	0.44712	4938.639954	6.866581303	17038.2	0.73278861	0.10505	0.0395	0.03465	0.00685	0.25425	0.0051	0.0454	0.00875	35.4002	-127.7499	0	autumn	early	-0.465615	0.043359	41.555556
112	TARA_B100001105	TARA_133	MES	[0.22-3µm]	35.2698	-127.727	TARA_133_MES_0.22-3	TARA_133	ERS493460	ERR599115	SAMEA2623155	SEQ-(100L)_W0.22-3	MES	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	0.22	3	Westerlies Biome	[NPO] North Pacific Ocean (MRGID:1908)	[NPST] North Pacific Subtropical and Polar Front Provinces (MRGID:21484)	TARA_B100001105	2011-10-19T19:27	-4691	4.918875	34.333562	27.162231	522.5004	-0.0045	650	0	9.46475	43.553981	0.000164224	0.019672674	0.010027013	0.004801808		644.261	65.03458404541	0.00029809802072123	0	0		0	0						13	38	42	33	656	49	0.637497	0.44712	7460.331781	6.975785811	21207.9	0.719530468	0	0	0	0	0	0	0.0002	0	35.2698	-127.7268	0	autumn	early	-0.465615	0.043359	41.555556
113	TARA_B100001093	TARA_133	SRF	[0.22-3µm]	35.3671	-127.742	TARA_133_SRF_0.22-3	TARA_133	ERS493390	ERR599052	SAMEA2623116	SEQ-(100L)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Westerlies Biome	[NPO] North Pacific Ocean (MRGID:1908)	[NPST] North Pacific Subtropical and Polar Front Provinces (MRGID:21484)	TARA_B100001093	2011-10-18T15:35	-4747	19.24802	33.07013	23.48431	515.9687	0.03084	5	19.106109	223.159	0	0.000164224	0.019672674	0.010027013	0.004801808		599.163	66.513080596924	0.00032586431188975	0.0022	0.00805		0.01845	0		0.002	0.2925	0.011	1.95475	11	39	41	33	532	95	0.637497	0.44712	4003.171309	6.710569358	15279	0.742319263	0.01025	0.00815	0.00805	0.00045	0.0398	0.00065	0.07185	0.00505	35.3671	-127.7422	0	autumn	early	-0.465615	0.043359	41.555556
114	TARA_B100001964	TARA_137	DCM	[0.22-3µm]	14.2075	-116.647	TARA_137_DCM_0.22-3	TARA_137	ERS493670	ERR598987|ERR599099|ERR599070|ERR599147	SAMEA2623295	SEQ-(10L-or-15min)_W0.22-3	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Trades Biome	[NPO] North Pacific Ocean (MRGID:1908)	[PNEC] North Pacific Equatorial Countercurrent Province (MRGID:21488)	TARA_B100001964	2011-12-02T20:42	-4118	20.58574	34.366025	24.14088	505.4989	0.33414	40	0.645405	123.201	7.312792	4.212E-6	0.016200179	0.02376498	3.006373823	1.7042	452.195	62.970205307007	0.00025207083672285	0.0238	0.0228		0.0606	0		0.3055	0.884	6.0475	4.661	28	34	39	16	206	39	0.623359	0.561121	4996.589383	6.084460282	17574.3	0.737769447	0.0553	0.0197	0.0228	0.0051	0.1557	0.0025	0.1106	0.0088	14.2075	-116.6468	0	autumn	late	0.075315	0.032361	0
115	TARA_B100001971	TARA_137	MES	[0.22-3µm]	14.2025	-116.643	TARA_137_MES_0.22-3	TARA_137	ERS493705	ERR599127|ERR599076|ERR599015|ERR599152	SAMEA2623314	SEQ-(10L-or-15min)_W0.22-3	MES	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	0.22	3	Trades Biome	[NPO] North Pacific Ocean (MRGID:1908)	[PNEC] North Pacific Equatorial Countercurrent Province (MRGID:21488)	TARA_B100001971	2011-12-03T14:31	-4140	8.887131	34.5882	26.820475	508.0711	0	375	0	0.832313	35.049476	4.212E-6	0.016200179	0.02376498	3.006373823	1.3698	452.195	67.855659484863	0.00026107314624824	0	0		0	0		0.0093	2.9545	34.551	46.6245	28	37	40	14	351	40	0.623359	0.561121	6924.430129	6.248980533	20605.8	0.730546934	0	0	0	0	0	0	0.0011	0	14.2025	-116.6433	0	autumn	late	0.075315	0.032361	0
116	TARA_B100001287	TARA_137	SRF	[0.22-3µm]	14.2035	-116.626	TARA_137_SRF_0.22-3	TARA_137	ERS493636	ERR598989	SAMEA2623275	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Trades Biome	[NPO] North Pacific Ocean (MRGID:1908)	[PNEC] North Pacific Equatorial Countercurrent Province (MRGID:21488)	TARA_B100001287	2011-12-02T14:12	-4136	26.478605	33.84798	22.01524	453.4002	0.1386	5	22.246192	195.77195	3.740793	4.212E-6	0.016200179	0.02376498	3.006373823		446.388	64.795413970947	0.00026263988547726	0.0044	0.0081	12.327003	0.0118	0	7.994835	0.067	0.456	2.444	2.538	29	36	39	13	630	44	0.623359	0.561121	3364.714903	6.607743957	13938.9	0.747462387	0.0178	0.0092	0.0081	0	0.0635	0	0.0914	0.0039	14.2035	-116.6261	0	autumn	late	0.075315	0.032361	0
117	TARA_B100001996	TARA_138	DCM	[0.22-3µm]	6.3378	-102.954	TARA_138_DCM_0.22-3	TARA_138	ERS493788	ERR599087	SAMEA2623370	SEQ-(10L-or-15min)_W0.22-3	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Trades Biome	[NPO] North Pacific Ocean (MRGID:1908)	[PNEC] North Pacific Equatorial Countercurrent Province (MRGID:21488)	TARA_B100001996	2011-12-11T13:27	-3189	17.291965	34.664045	25.194555	820.0506	0.13926	60		41.52515	25.65001	4.689E-6	0.013172547	0.020416232	2.891272922		282.98			0.0089	0.0132		0.0475	0		0.464	1.108	12.904	8.073	42	50	53	14	120	48	0.602965	0.433796	4312.041092	6.63935405	16960.1	0.731500451	0.0355	0.0135	0.0132	0.0018	0.0832	0.001	0.0529	0.0024	6.3378	-102.9538	0	autumn	late	-0.002795	0.020154	0
118	TARA_B100002003	TARA_138	MES	[0.22-3µm]	6.3559	-103.06	TARA_138_MES_0.22-3	TARA_138	ERS493822	ERR599060|ERR599175|ERR599004|ERR599051	SAMEA2623390	SEQ-(10L-or-15min)_W0.22-3	MES	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	0.22	3	Trades Biome	[NPO] North Pacific Ocean (MRGID:1908)	[PNEC] North Pacific Equatorial Countercurrent Province (MRGID:21488)	TARA_B100002003	2011-12-11T20:37	-3241	8.149894	34.608919	26.951444	814.9045	0	450		1.013313	36.753654	4.689E-6	0.013172547	0.020416232	2.891272922		277.87			0	0.0018		0	0		0.0078	3.155	36.219	52.9225	38	45	49	15	482	49	0.602965	0.433796	6404.034706	6.281538192	20553.2	0.734761859	0	0.001	0.0018	0	0	0	0.0014	0	6.3559	-103.0598	0	autumn	late	-0.002795	0.020154	0
