OGA_ID	sample_ID	station	depth	size fraction	latitude	longitude	OGA_ID	Station	ENA_ID	INSDC_ID	BioSamples_ID	Sample_method	Depth_Nominal	Environmental_feature	Fraction_Lower (µm)	Fraction_Upper (µm)	Biome	Region	Province	Barcode	Date_Time	Seafloor (m)	Temperature (°C)	Salinity (PSU)	Density (kg/m**3)	Distance_coast (km)	Chlorophyll_A (mg/m**3)	Depth (m)	PAR (mol quanta/m**2/day)	O2 (µmol/kg)	NO3 (µmol/l)	Iron_5m* (µmol/l)	Ammonium_5m* (µmol/l)	Nitrite_5m* (µmol/l)	Nitrate_5m* (µmol/l)	CDOM* (ppb (QSE))	NPP_C* (mg/m**2/day)	POC* (µg/kg)	PIC* (mol/m3)	Alkalinity (µmol/kg)	Carbon Total (µmol/kg)	CO2 (µmol/kg)	CO3 (µmol/kg)	HCO3 (µmol/kg)	pH (-)	NO2 (µmol/l)	PO4 (µmol/l)	NO3_NO2 (µmol/l)	Si (µmol/l)	MLD (m)	DCM (m)	Depth_max_Brunt_Väisälä_freq (m)	Depth_max_O2 (m)	Depth_min_O2 (m)	Depth_nitracline (m)	Shannon_Darwin* (-)	Shannon_Physat* (-)	miTAG_SILVA_Chao (-)	miTAG_SILVA_Shannon (-)	OG_Richness (-)	OG_Evenness (-)	Chlorophyll c3 (mg/m**3)	Peridinin (mg/m**3)	Fucoxanthin (mg/m**3)	Prasinoxanthin (mg/m**3)	19-Hexanoyloxyfucoxanthin (mg/m**3)	Alloxanthin (mg/m**3)	Zeaxanthin (mg/m**3)	Lutein (mg/m**3)	Latitude (-)	Longitude (-)	Sea_ice* (%)	Season	Season_subperiod	Okubo-Weiss* (-)	Lyapunov* (l/day)	Residence_time* (days)
60	TARA_B100000749	TARA_076	MES	[0.22-3µm]	-20.9315	-35.1794	TARA_076_MES_0.22-3	TARA_076	ERS490633	ERR599154|ERR599000	SAMEA2621232	SEQ-(100L)_W0.22-3	MES	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	0.22	3	Trades Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[SATL] South Atlantic Gyral Province (MRGID:21459)	TARA_B100000749	2010-10-17T09:05	-3907	4.664275	34.369569	27.220344	36.257	-0.0063	800	0	191.413187	33.940795	0.000776878	0.011959192	0.013930039	0.013453111		192.574	24.611780166626	9.3079768703319E-5	0	0		0	0						52	126	143	65	581	900	0.337256	0.578854	6449.138881	6.890998596	21377.9	0.731395365	0	0	0	0	0	0	0	0	-20.9315	-35.1794	0	spring	early	0.084131	0.027592	0
63	TARA_B100000745	TARA_078	MES	[0.22-3µm]	-30.1471	-43.2915	TARA_078_MES_0.22-3	TARA_078	ERS490714	ERR599124|ERR599159	SAMEA2621287	SEQ-(100L)_W0.22-3	MES	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	0.22	3	Trades Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[SATL] South Atlantic Gyral Province (MRGID:21459)	TARA_B100000745	2010-11-05T12:33	-3883	5.823213	34.355	27.076125	564.921	-0.0072	800		215.95475	28.704078	0.000862562	0.017718557	0.012364627	0.001974124		352.555	38.628051757812	0.00019651912589325	0	0		0	0						11	105	7	885	1116	1115	0.084879	0.65728	7167.611118	6.906904103	20751.3	0.721162719	0	0	0	0	0	0	0	0	-30.1471	-43.2915	0	spring	middle	0.053558	0.14819	5.777778
68	TARA_B100000795	TARA_085	DCM	[0.22-3µm]	-62.2231	-49.2139	TARA_085_DCM_0.22-3	TARA_085	ERS491095	ERR599104|ERR599121	SAMEA2621536	SEQ-(10L-or-15min)_W0.22-3	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Polar Biome	[SO] Southern Ocean (MRGID:1907)	[ANTA] Antarctic Province (MRGID:21502)	TARA_B100000795	2011-01-06T19:34	-3335	-0.792395	34.36258	27.6286	242.3684	0.22416	90	0.022572	326.6803	32.911358	0.000451463	0.007686064	0.042774215	26.6249059	0.98763	110.189	49.74488067627	7.0475100073963E-5							0.06	2.309	31	81.82	42	43	55	17	191	177	0	0.49805													-62.2231	-49.2139	0	summer	early	-0.012327	0.02576	19.777778
69	TARA_B100000809	TARA_085	MES	[0.22-3µm]	-61.9689	-49.5017	TARA_085_MES_0.22-3	TARA_085	ERS491110	ERR599008|ERR599125	SAMEA2621551	SEQ-(100L)_W0.22-3	MES	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	0.22	3	Polar Biome	[SO] Southern Ocean (MRGID:1907)	[ANTA] Antarctic Province (MRGID:21502)	TARA_B100000809	2011-01-07T10:39	-3331	0.456763	34.6802	27.8267	245.2218	0	790	0	203.7715	38.920763	0.000451463	0.007686064	0.042774215	26.6249059		110.88225	53.462524414062	0.00017845424736151							0.018	2.614	36.37	83.35	30	30	33	27	869	869	0	0.49805	6142.935974	6.903416858	17412.9	0.731930534									-61.9689	-49.5017	0	summer	early	-0.012327	0.02576	19.777778
71	TARA_B100001059	TARA_093	DCM	[0.22-3µm]	-33.9116	-73.0537	TARA_093_DCM_0.22-3	TARA_093	ERS491463	ERR598965	SAMEA2621812	SEQ-(100L)_W0.22-3	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Coastal Biome	[SPO] South Pacific Ocean (MRGID:1910)	[CHIL] Chile-Peru Current Coastal Province (MRGID:21495)	TARA_B100001059	2011-03-12T19:36	-5345	15.376875	34.22887	25.294705	99.553	0.55254	35	0.206846	227.7609	2.295011	3.974E-6	0.040871163	0.175246051	11.33696842	2.18225	1494.17	147.020652771	0.00076354734483175	0	0.7106		0.0898	0.0214		0.359	1.08725	6.80275	0.46	24	29	38	14	81	80	0.54852	0.995357	5020.252442	6.694159883	16672.3	0.757796898	0.32305	0.05225	0.7106	0.02045	0.10765	0.00445	0.0057	0	-33.9116	-73.0537	0	summer	late	0.061918		3.25
83	TARA_B100000953	TARA_102	MES	[0.22-3µm]	-5.261	-85.1678	TARA_102_MES_0.22-3	TARA_102	ERS491980	ERR599132|ERR599055|ERR599128	SAMEA2622197	SEQ-(10L-or-15min)_W0.22-3	MES	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	0.22	3	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[PEOD] Pacific Equatorial Divergence Province (MRGID:21489)	TARA_B100000953	2011-04-22T12:08	-4118	9.137438	34.692094	26.863531	442.8228	0	480	0	5.148	40.112735	4.398E-6	0.034300595	0.573159586	7.140994549		598.95	85.902935028076	0.00033721054205671	0	0		0	0		0.014	2.853	39.1775	40.579	34	42	45	13	445	43	0.507222	0.75472	4723.346213	6.680479401	17457.4	0.735844273	0	0	0	0	0	0	0.0003	0	-5.261	-85.1678	0	autumn	middle	0.043188	0.012324	0
85	TARA_B100000927	TARA_109	DCM	[0.22-3µm]	2.0299	-84.5546	TARA_109_DCM_0.22-3	TARA_109	ERS492177	ERR598952|ERR599108|ERR599065	SAMEA2622336	SEQ-(10L-or-15min)_W0.22-3	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Coastal Biome	[NPO] North Pacific Ocean (MRGID:1908)	[CHIL] Chile-Peru Current Coastal Province (MRGID:21495)	TARA_B100000927	2011-05-12T22:15	-3174	26.019185	34.475915	22.63355	515.6321	0.2808	30		199.8303	4.369042	4.994E-6	0.038657464	0.411641767	3.423354744	0.9906	471.9535			0.0195	0.013		0.0234	0		0.111	0.50475	4.638	3.225	18	32	57	19	420	56	0.60986	0.500877					0.0259	0.0101	0.013	0	0.0672	0	0.0981	0.016	2.0299	-84.5546	0	spring	middle	-0.002594	0.005026	2.083333
86	TARA_B100000929	TARA_109	MES	[0.22-3µm]	2.0649	-84.5546	TARA_109_MES_0.22-3	TARA_109	ERS492205	ERR599067|ERR598971	SAMEA2622362	SEQ-(10L-or-15min)_W0.22-3	MES	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	0.22	3	Coastal Biome	[NPO] North Pacific Ocean (MRGID:1908)	[CHIL] Chile-Peru Current Coastal Province (MRGID:21495)	TARA_B100000929	2011-05-13T16:08	-3257	11.142362	34.791419	26.595869	511.4309	0	380		2.264562	33.049074	4.994E-6	0.038657464	0.411641767	3.423354744	0.9906	471.9535													12	24	69	14	422	64	0.60986	0.500877	4998.544817	6.832154721	18991.5	0.740244987									2.0649	-84.5546	0	spring	middle	-0.002594	0.005026	2.083333
88	TARA_B100001113	TARA_110	DCM	[0.22-3µm]	-1.9002	-84.6265	TARA_110_DCM_0.22-3	TARA_110	ERS492264	ERR599014	SAMEA2622402	SEQ-(100L)_W0.22-3	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_B100001113	2011-05-21T21:00	-2111	22.039785	35.112815	24.318245	407.3646	0.21402	50	0.112155	145.0818	10.202445	5.493E-6	0.042527045	0.645360056	6.029548923		642.094	68.135581970215	0.00024157292500604	0.005	0.0291		0.0316	0		0.414	0.9295	10.701	5.407	21	28	64	14	369	69	0.54627	0.713291	4206.588394	6.796421877	16528.4	0.740312164	0.0343	0.0099	0.0291	0	0.0751	0	0.0355	0.0012	-1.9002	-84.6265	0	autumn	late	0.032297	0.064745	0
89	TARA_B100001079	TARA_110	MES	[0.22-3µm]	-1.8902	-84.6141	TARA_110_MES_0.22-3	TARA_110	ERS492294	ERR599020	SAMEA2622429	SEQ-(100L)_W0.22-3	MES	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	0.22	3	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_B100001079	2011-05-22T13:20	-2279	10.082375	34.747805	26.748625	409.7887	0.00144	380	0	2.43975	26.734022	5.493E-6	0.042527045	0.645360056	6.029548923		634.104	69.317623138428	0.00023812219296815											33	38	68	13	373	75	0.54627	0.713291	5912.116367	7.181018104	19565.3	0.730786905									-1.8902	-84.6141	0	autumn	late	0.032297	0.064745	0
92	TARA_B100000585	TARA_111	MES	[0.22-3µm]	-16.9486	-100.672	TARA_111_MES_0.22-3	TARA_111	ERS492380		SAMEA2622498	SEQ-(100L)_W0.22-3	MES	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	0.22	3	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_B100000585	2011-06-01T16:00	-3902	10.69894	34.7072	26.609085	915.2628	0.00288	350	0	4.7047	29.923223	3.007E-6	0.013075565	0.043491448	7.843671242	2.2664	357.4615	42.429767608643	0.00022155041369842	0	0		0	0						75	82	85	13	327	261	0.599757	0.463204	4822.559469	6.674822174	17558	0.73063419	0	0	0	0	0	0	0	0	-16.9486	-100.6715	0	autumn	late	-0.075767	0.018781	34.305556
93	TARA_B100000578	TARA_111	SRF	[0.22-3µm]	-16.9601	-100.633	TARA_111_SRF_0.22-3	TARA_111	ERS492318		SAMEA2622449	SEQ-(100L)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_B100000578	2011-05-31T14:25	-4043	22.78183	35.98269	24.742485	1067.5202	0.0408	5	15.111047	209.1003	3.149999	3.007E-6	0.013075565	0.043491448	7.843671242	0.8502	374.2405	43.128910064697	0.00022524171799887	0	0.0027	12.099805	0.0041	0	8.049736	0.0415	0.5	2.676	1.0325	73	85	83	30	332	260	0.599757	0.463204	3596.851063	6.628351803	14493.5	0.744136035	0.0044	0.0031	0.0027	0	0.0134	0	0.0287	0.0011	-16.9601	-100.6335	0	autumn	late	-0.075767	0.018781	34.305556
94	TARA_B100000945	TARA_112	DCM	[0.22-3µm]	-23.2189	-129.5	TARA_112_DCM_0.22-3	TARA_112	ERS492445	ERR598957	SAMEA2622545	SEQ-(100L)_W0.22-3	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_B100000945	2011-06-15T00:55	-3280	21.94937	35.90434	24.927695	147.7183	0.06888	155	0.020187	206.4346	0.423501	0.000157501	0.00623687	0.017828043	0.022861806	0.77993	120.8215	22.878388404846	0.00012234802125022	0	0.0011		0.0104	0		0.014	0.1145	0.04175	0.6935	131	147	140	146	302	306	0.441733	0.155786	4437.25988	6.577501662	17754	0.732475849	0.00785	0.0009	0.0011	0	0.0171	0	0.02	0	-23.2189	-129.4997	0	autumn	late	-0.120564	0.040113	11.083333
95	TARA_B100000949	TARA_112	MES	[0.22-3µm]	-23.2232	-129.599	TARA_112_MES_0.22-3	TARA_112	ERS492471	ERR599072	SAMEA2622568	SEQ-(100L)_W0.22-3	MES	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	0.22	3	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_B100000949	2011-06-15T18:43	-3641	5.749106	34.306075	27.043012	145.015	-0.0072	696	0	200.470625	28.329562	0.000157501	0.00623687	0.017828043	0.022861806	0.86844	121.756	23.215056419373	0.00011609310604399	0	0		0	0						140	160	150	153	549	398	0.441733	0.155786	6787.964777	6.721536169	20947.6	0.734353159	0	0	0	0	0	0	0	0	-23.2232	-129.5986	0	autumn	late	-0.120564	0.040113	11.083333
96	TARA_B100000941	TARA_112	SRF	[0.22-3µm]	-23.2811	-129.395	TARA_112_SRF_0.22-3	TARA_112	ERS492408	ERR598954	SAMEA2622518	SEQ-(100L)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_B100000941	2011-06-14T16:45	-3523	24.26287	36.43917	24.65312	653.4677	0	5	7.292033	201.6702	0.167491	0.000157501	0.00623687	0.017828043	0.022861806	0.87312	119.018	22.584932327271	0.00011829272989417	0	0	22.327772	0.0018	0	7.793725	0.0075	0.14225	0.02525	0.7425	134	163	142	141	1019	433	0.441733	0.155786	4080.856211	6.520954544	16501.9	0.733239582	0	0	0	0	0.0041	0	0.02285	0	-23.2811	-129.3947	0	autumn	late	-0.120564	0.040113	11.083333
97	TARA_B100000700	TARA_122	DCM	[0.22-3µm]	-9.0063	-139.139	TARA_122_DCM_0.22-3	TARA_122	ERS492699	ERR598948	SAMEA2622690	SEQ-(10L-or-15min)_W0.22-3	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_B100000700	2011-07-28T17:15	-3695	24.661385	36.101175	24.2843	29.6602	0.11844	115	0.009886	178.3692	3.213808	2.316E-6	0.030111594	0.087558472	6.207147837	3.24993	300.345	43.59589767456	0.00011031677422579	0.0093	0.0028		0.0107	0		0.092792	0.582933	2.67775	1.907042	101	102	109	15	186	131	0.260512	0.561525					0.0144	0.0051	0.0028	0	0.0246	0	0.03415	0	-9.0063	-139.1394	0	winter	middle	0.007751	0.028977	15.833333
98	TARA_B100000678	TARA_122	MES	[0.22-3µm]	-8.9729	-139.239	TARA_122_MES_0.22-3	TARA_122	ERS492680	ERR598999|ERR599096|ERR599033|ERR599083	SAMEA2622673	SEQ-(10L-or-15min)_W0.22-3	MES	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	0.22	3	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_B100000678	2011-07-27T19:28	-3328	7.133995	34.5789	27.07634	33.3605	-0.00144	600	0	40.6107	41.697487	2.316E-6	0.030111594	0.087558472	6.207147837		300.345	42.270887374878	0.00012526702630566											98	103	107	13	255	209	0.260512	0.561525													-8.9729	-139.2393	0	winter	middle	0.007751	0.028977	15.833333
102	TARA_B100000676	TARA_124	MIX	[0.22-3µm]	-9.0714	-140.597	TARA_124_MIX_0.22-3	TARA_124	ERS492863	ERR599084|ERR598988|ERR599089|ERR599161	SAMEA2622796	SEQ-(10L-or-15min)_W0.22-3	MIX	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	0.22	3	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_B100000676	2011-08-05T17:31	-954	24.81397	35.907345	24.092785	46.8174	0.02364	120	2.0E-5	172.42475	4.148328	2.459E-6	0.023188621	0.052577804	6.232079824			71.379108428955	0.0001640305708861	0.00585	0.00185		0.00975	0		0.3535	0.4885	1.19925	1.469	101	28	111	13	193	145							0.01025	0.00215	0.00185	0	0.01915	0	0.0175	0	-9.0714	-140.5973	0	winter	middle	9.6E-5	0.043603	2.777778
