OGA_ID	sample_ID	station	depth	size fraction	latitude	longitude	OGA_ID	Station	ENA_ID	INSDC_ID	BioSamples_ID	Sample_method	Depth_Nominal	Environmental_feature	Fraction_Lower (µm)	Fraction_Upper (µm)	Biome	Region	Province	Barcode	Date_Time	Seafloor (m)	Temperature (°C)	Salinity (PSU)	Density (kg/m**3)	Distance_coast (km)	Chlorophyll_A (mg/m**3)	Depth (m)	PAR (mol quanta/m**2/day)	O2 (µmol/kg)	NO3 (µmol/l)	Iron_5m* (µmol/l)	Ammonium_5m* (µmol/l)	Nitrite_5m* (µmol/l)	Nitrate_5m* (µmol/l)	CDOM* (ppb (QSE))	NPP_C* (mg/m**2/day)	POC* (µg/kg)	PIC* (mol/m3)	Alkalinity (µmol/kg)	Carbon Total (µmol/kg)	CO2 (µmol/kg)	CO3 (µmol/kg)	HCO3 (µmol/kg)	pH (-)	NO2 (µmol/l)	PO4 (µmol/l)	NO3_NO2 (µmol/l)	Si (µmol/l)	MLD (m)	DCM (m)	Depth_max_Brunt_Väisälä_freq (m)	Depth_max_O2 (m)	Depth_min_O2 (m)	Depth_nitracline (m)	Shannon_Darwin* (-)	Shannon_Physat* (-)	miTAG_SILVA_Chao (-)	miTAG_SILVA_Shannon (-)	OG_Richness (-)	OG_Evenness (-)	Chlorophyll c3 (mg/m**3)	Peridinin (mg/m**3)	Fucoxanthin (mg/m**3)	Prasinoxanthin (mg/m**3)	19-Hexanoyloxyfucoxanthin (mg/m**3)	Alloxanthin (mg/m**3)	Zeaxanthin (mg/m**3)	Lutein (mg/m**3)	Latitude (-)	Longitude (-)	Sea_ice* (%)	Season	Season_subperiod	Okubo-Weiss* (-)	Lyapunov* (l/day)	Residence_time* (days)
71	TARA_B100001059	TARA_093	DCM	[0.22-3µm]	-33.9116	-73.0537	TARA_093_DCM_0.22-3	TARA_093	ERS491463	ERR598965	SAMEA2621812	SEQ-(100L)_W0.22-3	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Coastal Biome	[SPO] South Pacific Ocean (MRGID:1910)	[CHIL] Chile-Peru Current Coastal Province (MRGID:21495)	TARA_B100001059	2011-03-12T19:36	-5345	15.376875	34.22887	25.294705	99.553	0.55254	35	0.206846	227.7609	2.295011	3.974E-6	0.040871163	0.175246051	11.33696842	2.18225	1494.17	147.020652771	0.00076354734483175	0	0.7106		0.0898	0.0214		0.359	1.08725	6.80275	0.46	24	29	38	14	81	80	0.54852	0.995357	5020.252442	6.694159883	16672.3	0.757796898	0.32305	0.05225	0.7106	0.02045	0.10765	0.00445	0.0057	0	-33.9116	-73.0537	0	summer	late	0.061918		3.25
86	TARA_B100000929	TARA_109	MES	[0.22-3µm]	2.0649	-84.5546	TARA_109_MES_0.22-3	TARA_109	ERS492205	ERR599067|ERR598971	SAMEA2622362	SEQ-(10L-or-15min)_W0.22-3	MES	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	0.22	3	Coastal Biome	[NPO] North Pacific Ocean (MRGID:1908)	[CHIL] Chile-Peru Current Coastal Province (MRGID:21495)	TARA_B100000929	2011-05-13T16:08	-3257	11.142362	34.791419	26.595869	511.4309	0	380		2.264562	33.049074	4.994E-6	0.038657464	0.411641767	3.423354744	0.9906	471.9535													12	24	69	14	422	64	0.60986	0.500877	4998.544817	6.832154721	18991.5	0.740244987									2.0649	-84.5546	0	spring	middle	-0.002594	0.005026	2.083333
95	TARA_B100000949	TARA_112	MES	[0.22-3µm]	-23.2232	-129.599	TARA_112_MES_0.22-3	TARA_112	ERS492471	ERR599072	SAMEA2622568	SEQ-(100L)_W0.22-3	MES	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	0.22	3	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_B100000949	2011-06-15T18:43	-3641	5.749106	34.306075	27.043012	145.015	-0.0072	696	0	200.470625	28.329562	0.000157501	0.00623687	0.017828043	0.022861806	0.86844	121.756	23.215056419373	0.00011609310604399	0	0		0	0						140	160	150	153	549	398	0.441733	0.155786	6787.964777	6.721536169	20947.6	0.734353159	0	0	0	0	0	0	0	0	-23.2232	-129.5986	0	autumn	late	-0.120564	0.040113	11.083333
97	TARA_B100000700	TARA_122	DCM	[0.22-3µm]	-9.0063	-139.139	TARA_122_DCM_0.22-3	TARA_122	ERS492699	ERR598948	SAMEA2622690	SEQ-(10L-or-15min)_W0.22-3	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_B100000700	2011-07-28T17:15	-3695	24.661385	36.101175	24.2843	29.6602	0.11844	115	0.009886	178.3692	3.213808	2.316E-6	0.030111594	0.087558472	6.207147837	3.24993	300.345	43.59589767456	0.00011031677422579	0.0093	0.0028		0.0107	0		0.092792	0.582933	2.67775	1.907042	101	102	109	15	186	131	0.260512	0.561525					0.0144	0.0051	0.0028	0	0.0246	0	0.03415	0	-9.0063	-139.1394	0	winter	middle	0.007751	0.028977	15.833333
110	TARA_B100001248	TARA_132	SRF	[0.22-3µm]	31.5213	-158.996	TARA_132_SRF_0.22-3	TARA_132	ERS493300	ERR599142	SAMEA2623059	SEQ-(100L)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Westerlies Biome	[NPO] North Pacific Ocean (MRGID:1908)	[NPST] North Pacific Subtropical and Polar Front Provinces (MRGID:21484)	TARA_B100001248	2011-10-04T17:46	-5550	25.164595	35.19025	23.434915	113.969	-0.00288	5	16.532129	197.7245	0	0.00081438	0.022323498	0.023501203	0.001618445		263.25375	31.313806533814	0.00015574611461489	0	0.0024		0.0035	0		0.002	0.0062	0.01	2.4278	42	107	52	50	1026	1055	0.486663	0.607278	3275.053647	6.429348162	14422.3	0.740879025	0.0027	0.0015	0.0024	0	0.0101	0	0.0453	0	31.5213	-158.9958	0	autumn	early	0.134524	0.043804	0
112	TARA_B100001105	TARA_133	MES	[0.22-3µm]	35.2698	-127.727	TARA_133_MES_0.22-3	TARA_133	ERS493460	ERR599115	SAMEA2623155	SEQ-(100L)_W0.22-3	MES	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	0.22	3	Westerlies Biome	[NPO] North Pacific Ocean (MRGID:1908)	[NPST] North Pacific Subtropical and Polar Front Provinces (MRGID:21484)	TARA_B100001105	2011-10-19T19:27	-4691	4.918875	34.333562	27.162231	522.5004	-0.0045	650	0	9.46475	43.553981	0.000164224	0.019672674	0.010027013	0.004801808		644.261	65.03458404541	0.00029809802072123	0	0		0	0						13	38	42	33	656	49	0.637497	0.44712	7460.331781	6.975785811	21207.9	0.719530468	0	0	0	0	0	0	0.0002	0	35.2698	-127.7268	0	autumn	early	-0.465615	0.043359	41.555556
114	TARA_B100001964	TARA_137	DCM	[0.22-3µm]	14.2075	-116.647	TARA_137_DCM_0.22-3	TARA_137	ERS493670	ERR598987|ERR599099|ERR599070|ERR599147	SAMEA2623295	SEQ-(10L-or-15min)_W0.22-3	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Trades Biome	[NPO] North Pacific Ocean (MRGID:1908)	[PNEC] North Pacific Equatorial Countercurrent Province (MRGID:21488)	TARA_B100001964	2011-12-02T20:42	-4118	20.58574	34.366025	24.14088	505.4989	0.33414	40	0.645405	123.201	7.312792	4.212E-6	0.016200179	0.02376498	3.006373823	1.7042	452.195	62.970205307007	0.00025207083672285	0.0238	0.0228		0.0606	0		0.3055	0.884	6.0475	4.661	28	34	39	16	206	39	0.623359	0.561121	4996.589383	6.084460282	17574.3	0.737769447	0.0553	0.0197	0.0228	0.0051	0.1557	0.0025	0.1106	0.0088	14.2075	-116.6468	0	autumn	late	0.075315	0.032361	0
115	TARA_B100001971	TARA_137	MES	[0.22-3µm]	14.2025	-116.643	TARA_137_MES_0.22-3	TARA_137	ERS493705	ERR599127|ERR599076|ERR599015|ERR599152	SAMEA2623314	SEQ-(10L-or-15min)_W0.22-3	MES	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	0.22	3	Trades Biome	[NPO] North Pacific Ocean (MRGID:1908)	[PNEC] North Pacific Equatorial Countercurrent Province (MRGID:21488)	TARA_B100001971	2011-12-03T14:31	-4140	8.887131	34.5882	26.820475	508.0711	0	375	0	0.832313	35.049476	4.212E-6	0.016200179	0.02376498	3.006373823	1.3698	452.195	67.855659484863	0.00026107314624824	0	0		0	0		0.0093	2.9545	34.551	46.6245	28	37	40	14	351	40	0.623359	0.561121	6924.430129	6.248980533	20605.8	0.730546934	0	0	0	0	0	0	0.0011	0	14.2025	-116.6433	0	autumn	late	0.075315	0.032361	0
117	TARA_B100001996	TARA_138	DCM	[0.22-3µm]	6.3378	-102.954	TARA_138_DCM_0.22-3	TARA_138	ERS493788	ERR599087	SAMEA2623370	SEQ-(10L-or-15min)_W0.22-3	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Trades Biome	[NPO] North Pacific Ocean (MRGID:1908)	[PNEC] North Pacific Equatorial Countercurrent Province (MRGID:21488)	TARA_B100001996	2011-12-11T13:27	-3189	17.291965	34.664045	25.194555	820.0506	0.13926	60		41.52515	25.65001	4.689E-6	0.013172547	0.020416232	2.891272922		282.98			0.0089	0.0132		0.0475	0		0.464	1.108	12.904	8.073	42	50	53	14	120	48	0.602965	0.433796	4312.041092	6.63935405	16960.1	0.731500451	0.0355	0.0135	0.0132	0.0018	0.0832	0.001	0.0529	0.0024	6.3378	-102.9538	0	autumn	late	-0.002795	0.020154	0
118	TARA_B100002003	TARA_138	MES	[0.22-3µm]	6.3559	-103.06	TARA_138_MES_0.22-3	TARA_138	ERS493822	ERR599060|ERR599175|ERR599004|ERR599051	SAMEA2623390	SEQ-(10L-or-15min)_W0.22-3	MES	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	0.22	3	Trades Biome	[NPO] North Pacific Ocean (MRGID:1908)	[PNEC] North Pacific Equatorial Countercurrent Province (MRGID:21488)	TARA_B100002003	2011-12-11T20:37	-3241	8.149894	34.608919	26.951444	814.9045	0	450		1.013313	36.753654	4.689E-6	0.013172547	0.020416232	2.891272922		277.87			0	0.0018		0	0		0.0078	3.155	36.219	52.9225	38	45	49	15	482	49	0.602965	0.433796	6404.034706	6.281538192	20553.2	0.734761859	0	0.001	0.0018	0	0	0	0.0014	0	6.3559	-103.0598	0	autumn	late	-0.002795	0.020154	0
