OGA_ID	sample_ID	station	depth	size fraction	latitude	longitude	OGA_ID	Station	ENA_ID	INSDC_ID	BioSamples_ID	Sample_method	Depth_Nominal	Environmental_feature	Fraction_Lower (µm)	Fraction_Upper (µm)	Biome	Region	Province	Barcode	Date_Time	Seafloor (m)	Temperature (°C)	Salinity (PSU)	Density (kg/m**3)	Distance_coast (km)	Chlorophyll_A (mg/m**3)	Depth (m)	PAR (mol quanta/m**2/day)	O2 (µmol/kg)	NO3 (µmol/l)	Iron_5m* (µmol/l)	Ammonium_5m* (µmol/l)	Nitrite_5m* (µmol/l)	Nitrate_5m* (µmol/l)	CDOM* (ppb (QSE))	NPP_C* (mg/m**2/day)	POC* (µg/kg)	PIC* (mol/m3)	Alkalinity (µmol/kg)	Carbon Total (µmol/kg)	CO2 (µmol/kg)	CO3 (µmol/kg)	HCO3 (µmol/kg)	pH (-)	NO2 (µmol/l)	PO4 (µmol/l)	NO3_NO2 (µmol/l)	Si (µmol/l)	MLD (m)	DCM (m)	Depth_max_Brunt_Väisälä_freq (m)	Depth_max_O2 (m)	Depth_min_O2 (m)	Depth_nitracline (m)	Shannon_Darwin* (-)	Shannon_Physat* (-)	miTAG_SILVA_Chao (-)	miTAG_SILVA_Shannon (-)	OG_Richness (-)	OG_Evenness (-)	Chlorophyll c3 (mg/m**3)	Peridinin (mg/m**3)	Fucoxanthin (mg/m**3)	Prasinoxanthin (mg/m**3)	19-Hexanoyloxyfucoxanthin (mg/m**3)	Alloxanthin (mg/m**3)	Zeaxanthin (mg/m**3)	Lutein (mg/m**3)	Latitude (-)	Longitude (-)	Sea_ice* (%)	Season	Season_subperiod	Okubo-Weiss* (-)	Lyapunov* (l/day)	Residence_time* (days)
126	TARA_B100001142	TARA_145	SRF	[0.22-3µm]	39.2305	-70.0377	TARA_145_SRF_0.22-3	TARA_145	ERS494170	ERR598983	SAMEA2623627	SEQ-(100L)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[GFST] Gulf Stream Province (MRGID:21454)	TARA_B100001142	2012-02-02T11:52	-2649	13.993715	35.12152	26.282555	262.746	0.13044	5	1.097164	236.78925	5.013141	0.000894599	0.013130805	0.114780657	2.422716151		481.9585	88.185482025146	8.8771175796865E-5	0.0164	0.10205	23.63622	0.0266	0	7.882102	0.093	0.33275	3.7925	2.41425	128	55	100	1026	212	105	0.613434	0.688783	4571.093166	6.760536259	14527.4	0.747027979	0.0248	0.00715	0.10205	0.03245	0.0907	0.02185	0.0206	0.00345	39.2305	-70.0377	0	winter	middle	-0.044917	0.144593	3.472222
129	TARA_B100001741	TARA_148	SRF	[0.22-3µm]	31.6948	-64.2489	TARA_148_SRF_0.22-3	TARA_148	ERS494332	ERR599123	SAMEA2623734	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-W] North Atlantic Subtropical Gyral Province (MRGID:21455)	TARA_B100001741	2012-02-24T11:40	-4473	20.481195	36.596745	25.85157	172.4671	0.04404	5	21.500162	213.6889	1.009924	0.001041271	0.006396831	0.02664326	0.215206316		415.07	54.326068878174	6.0163853049744E-5			10.988774			8.107639	0.093	0.0015	0.1505	0.728	134	14	186	16	824		0.339952	0.515841	4282.461147	6.754100284	15942.5	0.740708268									31.6948	-64.2489	0	winter	middle	0.069438	0.085786	1.333333
130	TARA_B100001750	TARA_148b	MES	[0.22-3µm]	34.1504	-56.9684	TARA_148b_MES_0.22-3	TARA_148b	ERS494374	ERR598958	SAMEA2623756	SEQ-(10L-or-15min)_W0.22-3	MES	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	0.22	3	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-W] North Atlantic Subtropical Gyral Province (MRGID:21455)	TARA_B100001750	2012-02-27T15:28	-5057	18.129194	36.565812	26.450856	78.7866	-0.0063	250	0	192.246187	3.578039	0.000970728	0.009404778	0.078729671	0.903267649			85.928802490234	8.2249905972276E-5							0.0305	0.179	4.1285	1.6225	177	43	180	13	781	171	0.339952	0.515841													34.1504	-56.9684	0	winter	middle			
135	TARA_B100001559	TARA_151	DCM	[0.22-3µm]	36.1811	-28.9373	TARA_151_DCM_0.22-3	TARA_151	ERS494559	ERR598986	SAMEA2623868	SEQ-(100L)_W0.22-3	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)	TARA_B100001559	2012-03-09T17:42	-3516	16.74703	36.182395	26.48531	256.7346	0.08652	80	0.079852	228.11655	1.005795	0.00129951	0.021044872	0.036169071	0.306125077		426.704	49.197731018066	0.00011474554412416							0.0415	0.022	0.142	0.6335	48	68	108	52	170	108	0.414522	0.585611	5286.141793	6.940453083	17700.9	0.732395269									36.1811	-28.9373	0	winter	late	-0.157861	0.025897	37.583333
136	TARA_B100001564	TARA_151	SRF	[0.22-3µm]	36.1715	-29.023	TARA_151_SRF_0.22-3	TARA_151	ERS494518	ERR1328125|ERR1328122|ERR598976	SAMEA2623850	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)	TARA_B100001564	2012-03-09T08:59	-3478	17.303005	36.229605	26.38564	387.5094	0.0132	5	25.012121	232.28725	0.296016	0.00129951	0.021044872	0.036169071	0.306125077		430.1665	45.397960662842	0.00011106732927146			12.299755			8.09894	0.019	0.0125		0.6545	56	68	118	14	699	993	0.414522	0.585611	4020.600387	6.781088813	14771.9	0.741542746									36.1715	-29.023	0	winter	late	-0.157861	0.025897	37.583333
141	TARA_B110001440	TARA_155	MES	[0.22-3µm]	54.5742	-16.8345	TARA_155_MES_0.22-3	TARA_155	ERS1307933		SAMEA4396484	SEQ-(10L-or-15min)_W0.22-3	MES	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	0.22	3	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NADR] North Atlantic Drift Province (MRGID:21453)	TARA_B110001440	2013-05-24T13:15	-2435	8.923581	35.40565	27.460706	428.3281	-0.00195	751	0	208.76175	13.716288	0.000426156	0.007189205	0.010129768	0.689068984			56.420627593994	0.00021590231335722											343	32	32	15	773	825															54.5742	-16.8345	0	spring	late	0.157922	0.101888	0
143	TARA_B110001446	TARA_158	DCM	[0.22-3µm]	67.161	0.3964	TARA_158_DCM_0.22-3	TARA_158	ERS1308431		SAMEA4396982	SEQ-(10L-or-15min)_W0.22-3	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[ARCT] Atlantic Arctic Province (MRGID:21451)	TARA_B110001446	2013-06-03T15:27	-3412	6.73489	35.15072	27.572895	520.3413	1.164637	25		304.0473	8.063879	0.000599484	0.023701385	0.03278591	5.405942082			113.41928863525	0.00077464251080528	0.0021	0.0482		0.0165	0		0.309	0.709183	11.784	4.95809	10	14	7	14	46	519							0.026	0.0055	0.0482	0.009	0.0453	0.0065	0.0023	0	67.161	0.3964	0	spring	late	0.189385	0.121118	0
144	TARA_B110001449	TARA_158	MES	[0.22-3µm]	67.1675	0.2177	TARA_158_MES_0.22-3	TARA_158	ERS1308467		SAMEA4397018	SEQ-(10L-or-15min)_W0.22-3	MES	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	0.22	3	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[ARCT] Atlantic Arctic Province (MRGID:21451)	TARA_B110001449	2013-06-04T09:05	-3470	0.22498	34.90349	28.01768	508.2194	0	651	0	295.31095	14.950381	0.000599484	0.023701385	0.03278591	5.405942082			113.41928863525	0.00077464251080528											13	14	18	15	53	768															67.1675	0.2177	0	spring	late	0.189385	0.121118	0
145	TARA_B110001444	TARA_158	SRF	[0.22-3µm]	67.141	0.2355	TARA_158_SRF_0.22-3	TARA_158	ERS1308384		SAMEA4396935	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[ARCT] Atlantic Arctic Province (MRGID:21451)	TARA_B110001444	2013-06-03T07:31	-3336	8.47447	35.145165	27.314165	428.6527	2.3802	5	11.751608	311.7827	5.218798	0.000599484	0.023701385	0.03278591	5.405942082			114.96318054199	0.0007970544975251	0	0.1674		0.02345	0.00185	7.852	0.13475	0.356899	5.1155	4.012069	11	16	5	13	451	1033							0.15425	0.00585	0.1674	0.01245	0.7665	0.0175	0.00295	0	67.141	0.2355	0	spring	late	0.189385	0.121118	0
146	TARA_B110000200	TARA_163	MES	[0.22-3µm]	76.1246	1.3648	TARA_163_MES_0.22-3	TARA_163	ERS1308534		SAMEA4397085	SEQ-(10L-or-15min)_W0.22-3	MES	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	0.22	3	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_B110000200	2013-06-10T08:38	-2937	0.099535	34.94578	28.05824	336.0165	-0.0102	499	0	315.37205	13.010683	0.000874157	0.014557052	0.018939177	11.743258			293.11312866211	0.0004221774142934												104	573	584	104	607															76.1246	1.3648	0	spring	late	-0.007624	0.058176	3.277778
147	TARA_B110001467	TARA_163	SRF	[0.22-3µm]	76.1825	1.3918	TARA_163_SRF_0.22-3	TARA_163	ERS1308494		SAMEA4397045	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_B110001467	2013-06-09T07:39	-3083	1.899612	34.888656	27.890469	346.2418	12.741825	5	0.508199	363.000813	4.980653	0.000874157	0.014557052	0.018939177	11.743258			364.10928344727	0.00046299732639454						8.006	0.101	0.290483	2.7725	4.18531	111	14	25	14	91	996															76.1825	1.3918	0	spring	late	-0.007624	0.058176	3.277778
148	TARA_B110000044	TARA_168	DCM	[0.22-3µm]	72.5432	44.102	TARA_168_DCM_0.22-3	TARA_168	ERS1308617		SAMEA4397168	SEQ-(10L-or-15min)_W0.22-3	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_B110000044	2013-07-01T12:34	-268	3.824545	34.975345	27.784685	257.048	2.19375	40	0.195352	326.3609	0	0.000430005	0.006979311	0.001609991	0.041430494			119.86359405518	0.00057795448810794	0.0094	0.1971		0	0.0103		0.063	0.098435	0.821	1.135333	19	28	35	36	245	103							0.0689	0	0.1971	0	0.0511	0.0184	0.0056	0	72.5432	44.102	0	summer	early	-0.011538	0.011037	1.222222
149	TARA_B110000035	TARA_168	MIX	[0.22-3µm]	72.5199	44.0552	TARA_168_MIX_0.22-3	TARA_168	ERS1308658		SAMEA4397209	SEQ-(10L-or-15min)_W0.22-3	MIX	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	0.22	3	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_B110000035	2013-07-02T04:24	-266	3.1072	34.978285	27.85433	254.8841	0.27075	10-100	0.025193	303.31905	0	0.000430005	0.006979311	0.001609991	0.041430494			119.77401733398	0.0005794366588816	0.00035	0.11945		0	0.00745		0	0.098435	0.821	1.459545	12		40	39	125	76							0.03015	0	0.11945	0	0.02775	0.0164	0.00545	0	72.5199	44.0552	0	summer	early	-0.011538	0.011037	1.222222
151	TARA_B110000085	TARA_173	DCM	[0.22-3µm]	78.9354	79.0604	TARA_173_DCM_0.22-3	TARA_173	ERS1308738		SAMEA4397289	SEQ-(10L-or-15min)_W0.22-3	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_B110000085	2013-07-08T11:00	-87	-1.29785	34.4561	27.72345	102.636	5.95725	35	0.635657	348.000625	4.427788	0.001215531	0.004081616	0.020618707	6.240898371			81.824172973633	0.00036040117265657	0.0037	1.3839		0	0.0542		0.026	0.209065	1.709	0.231772	15	47	19	14	47	46							0.0862	0	1.3839	0	0.0047	0.0188	0.0052	0	78.9354	79.0604	1.181939274	summer	early		0	4.833333
155	TARA_B110000112	TARA_175	ZZZ	[0.22-3µm]	79.2026	66.4827	TARA_175_ZZZ_0.22-3	TARA_175	ERS1308806		SAMEA4397357	SEQ-(10L-or-15min)_W0.22-3	ZZZ	[ZZZ] marine water layer (ENVO:01000295)	0.22	3	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_B110000112	2013-07-10T11:00	-449	1.47689	34.8814	27.91825	159.878	-0.027	199	0	296.228	11.691602	0.00109338	0.000589373	0.003293654	6.750465393			98.904579162598	0.00049169798148796							0.019	0.730535	11.508	4.994604	231	16	3	26	154	44															79.2026	66.4827	0	summer	early		0	0
158	TARA_B110000206	TARA_180	DCM	[0.22-3µm]	74.8283	76.2096	TARA_180_DCM_0.22-3	TARA_180	ERS1308979		SAMEA4397530	SEQ-(10L-or-15min)_W0.22-3	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_B110000206	2013-07-18T08:27	-32	-1.533492	33.646092	27.072625	171.3892	0.5808	30	1.0E-6	356.223917		0.001387656	0.003474399	0.01667134	2.7429805			1180.789855957	0.00031099290936254	0	0.6226		0	0.0112		0.075667	0.482771	2.080833	8.877352	11	34	5	23	34								0.0129	0	0.6226	0	0	0.001	0.0012	0	74.8283	76.2096	0	summer	early	0.010402	0	3.777778
159	TARA_B110000235	TARA_188	DCM	[0.22-3µm]	78.3555	91.6084	TARA_188_DCM_0.22-3	TARA_188	ERS1309070		SAMEA4397621	SEQ-(10L-or-15min)_W0.22-3	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_B110000235	2013-08-15T07:54	-33	-1.647244	33.436706	26.906337	112.7778	2.6546	17		373.061		0.001304139	0.002257904	0.010750825	4.442976594					0.0164	1.7308		0	0.1738		0.124	0.307592	1.227	0.851791	27	19	20	14	27								0.046	0	1.7308	0.0508	0	0.0012	0.0076	0.0005	78.3555	91.6084	46.51916606	summer	middle	-0.072783	0	0
162	TARA_B110000257	TARA_189	MES	[0.22-3µm]	78.0391	116.41	TARA_189_MES_0.22-3	TARA_189	ERS1309190		SAMEA4397741	SEQ-(10L-or-15min)_W0.22-3	MES	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	0.22	3	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_B110000257	2013-08-28T00:47	-745	1.59404	34.92558	27.94409	183.955	-0.0078	299		293.889		0.001270051	0.000620584	0.00842355	4.560707092															499	18	4	16	844																78.0391	116.4105	0	summer	late		0	0
166	TARA_B110000966	TARA_194	DCM	[0.22-3µm]	73.3275	-168.814	TARA_194_DCM_0.22-3	TARA_194	ERS1309364		SAMEA4397915	SEQ-(10L-or-15min)_W0.22-3	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_B110000966	2013-09-12T03:59	-107	-0.987833	31.56495	25.370225	394.524	0.6449	35		396.848083	0	0.000713809	0.002943427	0.086454551	12.09370343					0.0017	0.2799		0	0.0212		0.441	0.866194	1.9045	5.566842	14	30	10	25	81	39							0.03095	0	0.2799	0.0065	0.0096	0.007	0.0026	0	73.3275	-168.8142	0	summer	late		0	0
168	TARA_B110000303	TARA_196	SRF	[0.22-3µm]	71.8895	-154.91	TARA_196_SRF_0.22-3	TARA_196	ERS1309391		SAMEA4397942	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_B110000303	2013-09-14T17:30	-495	2.5694	28.60925	22.8182	145.0122	0.9741	5		336.04075	1.604622	0.000241071	0.0284539	0.258621321	3.979379679					0.02025	0.22775		0.00885	0.00425	7.913	0.0865	0.430504	0.4235	2.822912	14	14	21	27	173	43							0.03165	0.0202	0.22775	0.0429	0.024	0.02815	0.0049	0.0056	71.8895	-154.9101	0	summer	late		0	0
169	TARA_B110000906	TARA_201	DCM	[0.22-3µm]	74.3386	-85.6208	TARA_201_DCM_0.22-3	TARA_201	ERS1309526		SAMEA4398077	SEQ-(10L-or-15min)_W0.22-3	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_B110000906	2013-09-30T22:33	-547	-0.409335	31.947283	25.654808	20.551	1.50066	36	0.05962	343.877833	5.355932	0.000958759	0.000747411	0.010224308	6.634556611					0	0.5729		0	0.0445		0.025	0.6443	2.133	4.087196	150	28	8	13	146	42							0.0535	0	0.5729	0.0026	0	0	0	0	74.3386	-85.6208	0.652313606	autumn	early		0	0
170	TARA_B110000913	TARA_201	MES	[0.22-3µm]	74.305	-85.6552	TARA_201_MES_0.22-3	TARA_201	ERS1309445		SAMEA4397996	SEQ-(10L-or-15min)_W0.22-3	MES	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	0.22	3	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_B110000913	2013-09-29T16:37	-540	0.994025	34.342505	27.51832	21.643	-0.00648	441	0	233.314	10.238791	0.000958759	0.000747411	0.010224308	6.634556611					0	0.0118		0	0	7.705					14	33	9	13	520	99							0.0004	0	0.0118	0	0	0	0	0	74.305	-85.6552	0.512138506	autumn	early		0	0
171	TARA_B110000901	TARA_201	SRF	[0.22-3µm]	74.2987	-85.7806	TARA_201_SRF_0.22-3	TARA_201	ERS1309471		SAMEA4398022	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_B110000901	2013-09-30T15:02	-536	-1.32986	30.70185	24.678167	13.8345	1.13016	5	2.995157	368.52475	3.75923	0.000958759	0.000747411	0.010224308	6.634556611					0.0038	0.3843		0.0088	0.071	7.802	0.0775	0.526245	1.328	2.062045	20	24	29	13	506	44							0.0428	0	0.3843	0.0129	0.0495	0	0.0044	0	74.2987	-85.7806	0.326156803	autumn	early		0	0
172	TARA_B110000878	TARA_205	MES	[0.22-3µm]	72.4456	-71.8814	TARA_205_MES_0.22-3	TARA_205	ERS1309612		SAMEA4398163	SEQ-(10L-or-15min)_W0.22-3	MES	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	0.22	3	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_B110000878	2013-10-08T18:24	-1046	1.230869	34.378169	27.531506	91.7069	-0.0081	491		227.316	22.810319	0.000596423	0.018947516	0.152390116	1.684819688															243	24	48	13	481	53															72.4456	-71.8814	0	autumn	early	0.189964	0.113334	0
174	TARA_B110000494	TARA_206	MES	[0.22-3µm]	70.9433	-53.5127	TARA_206_MES_0.22-3	TARA_206	ERS1309682		SAMEA4398233	SEQ-(10L-or-15min)_W0.22-3	MES	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	0.22	3	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_B110000494	2013-10-12T18:02	-680	3.03554	34.50669	27.488995	7.5708	-0.01008	411		230.0861	13.409788	0.000494336	0.022793755	0.19323191	0.170150639															205	14	35	15	472	505															70.9433	-53.5127	0.251729518	autumn	early		0	0
175	TARA_B110000481	TARA_206	SRF	[0.22-3µm]	70.9574	-53.5989	TARA_206_SRF_0.22-3	TARA_206	ERS1309636		SAMEA4398187	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_B110000481	2013-10-12T11:09	-661	1.445315	32.08329	25.673125	7.7687	1.25556	5		328.54665	3.615087	0.000494336	0.022793755	0.19323191	0.170150639					0.02145	0.1842		0.0607	0.0084	7.973	0.128	0.220883	1.24175	1.04231	231	13	58	13	249	55							0.06425	0.0834	0.1842	0.0461	0.12965	0.02205	0.00415	0.0031	70.9574	-53.5989	0.251729518	autumn	early		0	0
177	TARA_B110000465	TARA_209	MES	[0.22-3µm]	64.7	-52.996	TARA_209_MES_0.22-3	TARA_209	ERS1309803		SAMEA4398354	SEQ-(10L-or-15min)_W0.22-3	MES	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	0.22	3	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_B110000465	2013-10-23T17:36	-513	4.20173	34.59923	27.448865	39.2126	-0.0111	351	0	273.02835	10.622333	0.000488831	0.029433576	0.29848822	0.505696426					0	0.0102		0.0019	0.009						17		89	14	424	426							0.0021	0.0007	0.0102	0.001	0.002	0.0006	0.0008	0	64.7	-52.996	0	autumn	middle	-0.050291	0	5.666667
178	TARA_B110000457	TARA_209	SRF	[0.22-3µm]	64.7127	-53.0106	TARA_209_SRF_0.22-3	TARA_209	ERS1309758		SAMEA4398309	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_B110000457	2013-10-23T10:25	-489	2.496125	32.603119	26.011175	15.6846	1.325775	5	1.224595	323.901563	6.131005	0.000488831	0.029433576	0.29848822	0.505696426															17	18	94	15	498	498															64.7127	-53.0106	0	autumn	early	-0.050291	0	5.666667
179	TARA_B110000436	TARA_210	MES	[0.22-3µm]	61.5754	-55.9846	TARA_210_MES_0.22-3	TARA_210	ERS1309875		SAMEA4398426	SEQ-(10L-or-15min)_W0.22-3	MES	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	0.22	3	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_B110000436	2013-10-27T16:30	-2760	4.791395	34.939595	27.65512	308.7184	-0.0018	391	0	271.8744	16.017641	0.000208521	0.035179306	0.348001957	2.06166782					0	0.0023		0.0011	0.0024		0.134	0.851461	9.908	4.07817	274		79	13	317	73							0.0006	0.0011	0.0023	0	0.0009	0	0	0	61.5754	-55.9846	0	autumn	middle	0.215913	0.078105	0
